client_id,product_id,date,year,month,shipments_to_client,shipments_from_client,end_stock,latent_demand,lost_sales,oos
C009,P015,2023-11-01,2023,11,46,48,8,48,0,0
C009,P015,2023-12-01,2023,12,52,50,10,50,0,0
C009,P015,2024-01-01,2024,1,54,49,15,49,0,0
C009,P015,2024-02-01,2024,2,25,40,0,40,0,1
C009,P015,2024-03-01,2024,3,58,51,7,51,0,0
C009,P015,2024-04-01,2024,4,37,41,3,41,0,0
C009,P015,2024-05-01,2024,5,68,53,18,53,0,0
C009,P015,2024-06-01,2024,6,48,60,6,60,0,0
C009,P015,2024-07-01,2024,7,49,51,4,51,0,0
C009,P015,2024-08-01,2024,8,82,56,30,56,0,0
C009,P015,2024-09-01,2024,9,47,57,20,57,0,0
C009,P015,2024-10-01,2024,10,45,52,13,52,0,0
C009,P015,2024-11-01,2024,11,43,56,0,63,7,1
C009,P015,2024-12-01,2024,12,58,58,0,58,0,1
C009,P015,2025-01-01,2025,1,56,36,20,36,0,0
C009,P015,2025-02-01,2025,2,30,46,4,46,0,0
C009,P015,2025-03-01,2025,3,61,58,7,58,0,0
C009,P015,2025-04-01,2025,4,62,58,11,58,0,0
C009,P015,2025-05-01,2025,5,32,43,0,55,12,1
C009,P015,2025-06-01,2025,6,48,48,0,55,7,1
C009,P015,2025-07-01,2025,7,54,44,10,44,0,0
C009,P015,2025-08-01,2025,8,70,65,15,65,0,0
C009,P015,2025-09-01,2025,9,30,45,0,47,2,1
C009,P016,2023-01-01,2023,1,61,119,13,119,0,0
C009,P016,2023-02-01,2023,2,112,122,3,122,0,0
C009,P016,2023-03-01,2023,3,56,59,0,65,6,1
C009,P016,2023-04-01,2023,4,164,119,45,119,0,0
C009,P016,2023-05-01,2023,5,217,207,55,207,0,0
C009,P016,2023-06-01,2023,6,279,253,81,253,0,0
C009,P016,2023-07-01,2023,7,253,240,94,240,0,0
C009,P016,2023-08-01,2023,8,215,226,83,226,0,0
C009,P016,2023-09-01,2023,9,48,131,0,147,16,1
C009,P016,2023-10-01,2023,10,158,123,35,123,0,0
C009,P016,2023-11-01,2023,11,61,96,0,97,1,1
C009,P016,2023-12-01,2023,12,156,114,42,114,0,0
C009,P016,2024-01-01,2024,1,82,121,3,121,0,0
C009,P016,2024-02-01,2024,2,129,98,34,98,0,0
C009,P016,2024-03-01,2024,3,122,113,43,113,0,0
C009,P016,2024-04-01,2024,4,96,106,33,106,0,0
C009,P016,2024-05-01,2024,5,139,163,9,163,0,0
C009,P016,2024-06-01,2024,6,224,233,0,240,7,1
C009,P016,2024-07-01,2024,7,264,213,51,213,0,0
C009,P016,2024-08-01,2024,8,236,207,80,207,0,0
C009,P016,2024-09-01,2024,9,146,179,47,179,0,0
C009,P016,2024-10-01,2024,10,114,113,48,113,0,0
C009,P016,2024-11-01,2024,11,136,136,48,136,0,0
C009,P016,2024-12-01,2024,12,88,124,12,124,0,0
C009,P016,2025-01-01,2025,1,136,111,37,111,0,0
C009,P016,2025-02-01,2025,2,138,129,46,129,0,0
C009,P016,2025-03-01,2025,3,130,122,54,122,0,0
C009,P016,2025-04-01,2025,4,94,110,38,110,0,0
C009,P016,2025-05-01,2025,5,201,186,53,186,0,0
C009,P016,2025-06-01,2025,6,238,226,65,226,0,0
C009,P016,2025-07-01,2025,7,173,188,50,188,0,0
C009,P016,2025-08-01,2025,8,245,234,61,234,0,0
C009,P016,2025-09-01,2025,9,55,116,0,119,3,1
C009,P017,2023-01-01,2023,1,92,93,36,93,0,0
C009,P017,2023-02-01,2023,2,95,95,36,95,0,0
C009,P017,2023-03-01,2023,3,48,83,1,83,0,0
C009,P017,2023-04-01,2023,4,128,116,13,116,0,0
C009,P017,2023-05-01,2023,5,60,69,4,69,0,0
C009,P017,2023-06-01,2023,6,83,70,17,70,0,0
C009,P017,2023-07-01,2023,7,50,61,6,61,0,0
C009,P017,2023-08-01,2023,8,85,73,18,73,0,0
C009,P017,2023-09-01,2023,9,65,81,2,81,0,0
C009,P017,2023-10-01,2023,10,59,61,0,77,16,1
C009,P017,2023-11-01,2023,11,57,57,0,71,14,1
C009,P017,2023-12-01,2023,12,84,84,0,85,1,1
C009,P017,2024-01-01,2024,1,116,93,23,93,0,0
C009,P017,2024-02-01,2024,2,70,66,27,66,0,0
C009,P017,2024-03-01,2024,3,64,76,15,76,0,0
C009,P017,2024-04-01,2024,4,116,87,44,87,0,0
C009,P017,2024-05-01,2024,5,17,61,0,64,3,1
C009,P017,2024-06-01,2024,6,120,94,26,94,0,0
C009,P017,2024-07-01,2024,7,78,91,13,91,0,0
C009,P017,2024-08-01,2024,8,90,103,0,103,0,1
C009,P017,2024-09-01,2024,9,129,84,45,84,0,0
C009,P017,2024-10-01,2024,10,52,97,0,99,2,1
C009,P017,2024-11-01,2024,11,117,101,16,101,0,0
C009,P017,2024-12-01,2024,12,67,82,1,82,0,0
C009,P017,2025-01-01,2025,1,112,84,29,84,0,0
C009,P017,2025-02-01,2025,2,102,100,31,100,0,0
C009,P017,2025-03-01,2025,3,98,103,26,103,0,0
C009,P017,2025-04-01,2025,4,60,69,17,69,0,0
C009,P017,2025-05-01,2025,5,70,75,12,75,0,0
C009,P017,2025-06-01,2025,6,90,102,0,108,6,1
C009,P017,2025-07-01,2025,7,87,84,3,84,0,0
C009,P017,2025-08-01,2025,8,97,76,24,76,0,0
C009,P017,2025-09-01,2025,9,70,94,0,95,1,1
C009,P018,2023-01-01,2023,1,14,77,18,77,0,0
C009,P018,2023-02-01,2023,2,80,73,25,73,0,0
C009,P018,2023-03-01,2023,3,87,82,30,82,0,0
C009,P018,2023-04-01,2023,4,58,68,20,68,0,0
C009,P018,2023-05-01,2023,5,73,74,19,74,0,0
C009,P018,2023-06-01,2023,6,154,165,8,165,0,0
C009,P018,2023-07-01,2023,7,221,149,80,149,0,0
C009,P018,2023-08-01,2023,8,111,144,47,144,0,0
C009,P018,2023-09-01,2023,9,37,78,6,78,0,0
C009,P018,2023-10-01,2023,10,112,84,34,84,0,0
C009,P018,2023-11-01,2023,11,53,75,12,75,0,0
C009,P018,2023-12-01,2023,12,96,72,36,72,0,0
C009,P018,2024-01-01,2024,1,51,68,19,68,0,0
C009,P018,2024-02-01,2024,2,62,76,5,76,0,0
C009,P018,2024-03-01,2024,3,91,63,33,63,0,0
C009,P018,2024-04-01,2024,4,49,75,7,75,0,0
C009,P018,2024-05-01,2024,5,88,95,0,97,2,1
C009,P018,2024-06-01,2024,6,173,152,21,152,0,0
C009,P018,2024-07-01,2024,7,152,126,47,126,0,0
C009,P018,2024-08-01,2024,8,69,98,18,98,0,0
C009,P018,2024-09-01,2024,9,98,102,14,102,0,0
C009,P018,2024-10-01,2024,10,53,64,3,64,0,0
C009,P018,2024-11-01,2024,11,66,69,0,72,3,1
C009,P018,2024-12-01,2024,12,76,71,5,71,0,0
C009,P018,2025-01-01,2025,1,74,64,15,64,0,0
C009,P018,2025-02-01,2025,2,76,64,27,64,0,0
C009,P018,2025-03-01,2025,3,65,68,24,68,0,0
C009,P018,2025-04-01,2025,4,42,62,4,62,0,0
C009,P018,2025-05-01,2025,5,79,77,6,77,0,0
C009,P018,2025-06-01,2025,6,147,126,27,126,0,0
C009,P018,2025-07-01,2025,7,163,144,46,144,0,0
C009,P018,2025-08-01,2025,8,113,153,6,153,0,0
C009,P018,2025-09-01,2025,9,94,100,0,103,3,1
C009,P019,2023-01-01,2023,1,12,80,18,80,0,0
C009,P019,2023-02-01,2023,2,65,74,9,74,0,0
C009,P019,2023-03-01,2023,3,68,67,10,67,0,0
C009,P019,2023-04-01,2023,4,68,73,5,73,0,0
C009,P019,2023-05-01,2023,5,44,49,0,49,0,1
C009,P019,2023-06-01,2023,6,79,73,6,73,0,0
C009,P019,2023-07-01,2023,7,114,80,40,80,0,0
C009,P019,2023-08-01,2023,8,37,66,11,66,0,0
C009,P019,2023-09-01,2023,9,100,74,37,74,0,0
C009,P019,2023-10-01,2023,10,58,90,5,90,0,0
C009,P019,2023-11-01,2023,11,92,67,30,67,0,0
C009,P019,2023-12-01,2023,12,55,64,21,64,0,0
C009,P019,2024-01-01,2024,1,46,64,3,64,0,0
C009,P019,2024-02-01,2024,2,77,55,25,55,0,0
C009,P019,2024-03-01,2024,3,32,48,9,48,0,0
C009,P019,2024-04-01,2024,4,51,55,5,55,0,0
C009,P019,2024-05-01,2024,5,123,92,36,92,0,0
C009,P019,2024-06-01,2024,6,51,73,14,73,0,0
C009,P019,2024-07-01,2024,7,92,80,26,80,0,0
C009,P019,2024-08-01,2024,8,48,60,14,60,0,0
C009,P019,2024-09-01,2024,9,63,61,16,61,0,0
C009,P019,2024-10-01,2024,10,47,63,0,69,6,1
C009,P019,2024-11-01,2024,11,73,71,2,71,0,0
C009,P019,2024-12-01,2024,12,71,56,17,56,0,0
C009,P019,2025-01-01,2025,1,106,84,39,84,0,0
C009,P019,2025-02-01,2025,2,58,86,11,86,0,0
C009,P019,2025-03-01,2025,3,52,48,15,48,0,0
C009,P019,2025-04-01,2025,4,77,89,3,89,0,0
C009,P019,2025-05-01,2025,5,69,62,10,62,0,0
C009,P019,2025-06-01,2025,6,107,82,35,82,0,0
C009,P019,2025-07-01,2025,7,52,73,14,73,0,0
C009,P019,2025-08-01,2025,8,65,71,8,71,0,0
C009,P019,2025-09-01,2025,9,100,71,37,71,0,0
C009,P020,2023-01-01,2023,1,152,220,47,220,0,0
C009,P020,2023-02-01,2023,2,281,240,88,240,0,0
C009,P020,2023-03-01,2023,3,141,180,49,180,0,0
C009,P020,2023-04-01,2023,4,97,137,9,137,0,0
C009,P020,2023-05-01,2023,5,144,113,40,113,0,0
C009,P020,2023-06-01,2023,6,105,145,0,164,19,1
C009,P020,2023-07-01,2023,7,90,90,0,105,15,1
C009,P020,2023-08-01,2023,8,209,149,60,149,0,0
C009,P020,2023-09-01,2023,9,99,114,45,114,0,0
C009,P020,2023-10-01,2023,10,201,168,78,168,0,0
C009,P020,2023-11-01,2023,11,179,250,7,250,0,0
C009,P020,2023-12-01,2023,12,201,208,0,209,1,1
C009,P020,2024-01-01,2024,1,202,178,24,178,0,0
C009,P020,2024-02-01,2024,2,188,183,29,183,0,0
C009,P020,2024-03-01,2024,3,281,230,80,230,0,0
C009,P020,2024-04-01,2024,4,58,122,16,122,0,0
C009,P020,2024-05-01,2024,5,176,126,66,126,0,0
C009,P020,2024-06-01,2024,6,68,112,22,112,0,0
C009,P020,2024-07-01,2024,7,185,143,64,143,0,0
C009,P020,2024-08-01,2024,8,71,127,8,127,0,0
C009,P020,2024-09-01,2024,9,200,139,69,139,0,0
C009,P020,2024-10-01,2024,10,113,171,11,171,0,0
C009,P020,2024-11-01,2024,11,176,187,0,226,39,1
C009,P020,2024-12-01,2024,12,319,215,104,215,0,0
C009,P020,2025-01-01,2025,1,192,252,44,252,0,0
C009,P020,2025-02-01,2025,2,376,278,142,278,0,0
C009,P020,2025-03-01,2025,3,66,196,12,196,0,0
C009,P020,2025-04-01,2025,4,131,96,47,96,0,0
C009,P020,2025-05-01,2025,5,155,139,63,139,0,0
C009,P020,2025-06-01,2025,6,63,107,19,107,0,0
C009,P020,2025-07-01,2025,7,141,154,6,154,0,0
C009,P020,2025-08-01,2025,8,174,154,26,154,0,0
C009,P020,2025-09-01,2025,9,102,128,0,134,6,1
C010,P001,2023-01-01,2023,1,35,99,12,99,0,0
C010,P001,2023-02-01,2023,2,104,113,3,113,0,0
C010,P001,2023-03-01,2023,3,103,106,0,118,12,1
C010,P001,2023-04-01,2023,4,151,97,54,97,0,0
C010,P001,2023-05-01,2023,5,91,120,25,120,0,0
C010,P001,2023-06-01,2023,6,122,147,0,207,60,1
C010,P001,2023-07-01,2023,7,237,201,36,201,0,0
C010,P001,2023-08-01,2023,8,184,214,6,214,0,0
C010,P001,2023-09-01,2023,9,111,109,8,109,0,0
C010,P001,2023-10-01,2023,10,91,86,13,86,0,0
C010,P001,2023-11-01,2023,11,54,67,0,87,20,1
C010,P001,2023-12-01,2023,12,115,92,23,92,0,0
C010,P001,2024-01-01,2024,1,91,91,23,91,0,0
C010,P001,2024-02-01,2024,2,66,89,0,95,6,1
C010,P001,2024-03-01,2024,3,108,89,19,89,0,0
C010,P001,2024-04-01,2024,4,62,81,0,90,9,1
C010,P001,2024-05-01,2024,5,157,157,0,163,6,1
C010,P001,2024-06-01,2024,6,172,143,29,143,0,0
C010,P001,2024-07-01,2024,7,193,168,54,168,0,0
C010,P001,2024-08-01,2024,8,211,199,66,199,0,0
C010,P001,2024-09-01,2024,9,110,138,38,138,0,0
C010,P001,2024-10-01,2024,10,59,72,25,72,0,0
C010,P001,2024-11-01,2024,11,104,88,41,88,0,0
C010,P001,2024-12-01,2024,12,85,109,17,109,0,0
C010,P001,2025-01-01,2025,1,117,94,40,94,0,0
C010,P001,2025-02-01,2025,2,33,62,11,62,0,0
C010,P001,2025-03-01,2025,3,151,117,45,117,0,0
C010,P001,2025-04-01,2025,4,56,82,19,82,0,0
C010,P001,2025-05-01,2025,5,113,117,15,117,0,0
C010,P001,2025-06-01,2025,6,228,185,58,185,0,0
C010,P001,2025-07-01,2025,7,219,195,82,195,0,0
C010,P001,2025-08-01,2025,8,92,145,29,145,0,0
C010,P001,2025-09-01,2025,9,106,120,15,120,0,0
C010,P002,2023-01-01,2023,1,149,139,54,139,0,0
C010,P002,2023-02-01,2023,2,64,100,18,100,0,0
C010,P002,2023-03-01,2023,3,78,96,0,100,4,1
C010,P002,2023-04-01,2023,4,138,108,30,108,0,0
C010,P002,2023-05-01,2023,5,224,190,64,190,0,0
C010,P002,2023-06-01,2023,6,192,246,10,246,0,0
C010,P002,2023-07-01,2023,7,359,266,103,266,0,0
C010,P002,2023-08-01,2023,8,140,212,31,212,0,0
C010,P002,2023-09-01,2023,9,118,149,0,159,10,1
C010,P002,2023-10-01,2023,10,184,132,52,132,0,0
C010,P002,2023-11-01,2023,11,54,103,3,103,0,0
C010,P002,2023-12-01,2023,12,123,103,23,103,0,0
C010,P002,2024-01-01,2024,1,112,95,40,95,0,0
C010,P002,2024-02-01,2024,2,137,139,38,139,0,0
C010,P002,2024-03-01,2024,3,125,135,28,135,0,0
C010,P002,2024-04-01,2024,4,92,120,0,128,8,1
C010,P002,2024-05-01,2024,5,230,213,17,213,0,0
C010,P002,2024-06-01,2024,6,322,221,118,221,0,0
C010,P002,2024-07-01,2024,7,164,218,64,218,0,0
C010,P002,2024-08-01,2024,8,166,230,0,243,13,1
C010,P002,2024-09-01,2024,9,234,150,84,150,0,0
C010,P002,2024-10-01,2024,10,72,130,26,130,0,0
C010,P002,2024-11-01,2024,11,113,110,29,110,0,0
C010,P002,2024-12-01,2024,12,129,127,31,127,0,0
C010,P002,2025-01-01,2025,1,112,139,4,139,0,0
C010,P002,2025-02-01,2025,2,143,102,45,102,0,0
C010,P002,2025-03-01,2025,3,168,158,55,158,0,0
C010,P002,2025-04-01,2025,4,114,143,26,143,0,0
C010,P002,2025-05-01,2025,5,203,183,46,183,0,0
C010,P002,2025-06-01,2025,6,285,224,107,224,0,0
C010,P002,2025-07-01,2025,7,192,264,35,264,0,0
C010,P002,2025-08-01,2025,8,167,170,32,170,0,0
C010,P002,2025-09-01,2025,9,144,146,30,146,0,0
C010,P003,2023-01-01,2023,1,85,109,36,109,0,0
C010,P003,2023-02-01,2023,2,117,106,47,106,0,0
C010,P003,2023-03-01,2023,3,63,106,4,106,0,0
C010,P003,2023-04-01,2023,4,177,130,51,130,0,0
C010,P003,2023-05-01,2023,5,70,101,20,101,0,0
C010,P003,2023-06-01,2023,6,99,92,27,92,0,0
C010,P003,2023-07-01,2023,7,94,99,22,99,0,0
C010,P003,2023-08-01,2023,8,94,90,26,90,0,0
C010,P003,2023-09-01,2023,9,127,121,32,121,0,0
C010,P003,2023-10-01,2023,10,62,94,0,94,0,1
C010,P003,2023-11-01,2023,11,99,69,30,69,0,0
C010,P003,2023-12-01,2023,12,46,56,20,56,0,0
C010,P003,2024-01-01,2024,1,72,92,0,96,4,1
C010,P003,2024-02-01,2024,2,126,84,42,84,0,0
C010,P003,2024-03-01,2024,3,86,109,19,109,0,0
C010,P003,2024-04-01,2024,4,53,72,0,74,2,1
C010,P003,2024-05-01,2024,5,125,99,26,99,0,0
C010,P003,2024-06-01,2024,6,91,101,16,101,0,0
C010,P003,2024-07-01,2024,7,112,101,27,101,0,0
C010,P003,2024-08-01,2024,8,108,100,35,100,0,0
C010,P003,2024-09-01,2024,9,106,111,30,111,0,0
C010,P003,2024-10-01,2024,10,44,74,0,98,24,1
C010,P003,2024-11-01,2024,11,77,77,0,82,5,1
C010,P003,2024-12-01,2024,12,92,70,22,70,0,0
C010,P003,2025-01-01,2025,1,75,91,6,91,0,0
C010,P003,2025-02-01,2025,2,80,86,0,104,18,1
C010,P003,2025-03-01,2025,3,102,74,28,74,0,0
C010,P003,2025-04-01,2025,4,120,104,44,104,0,0
C010,P003,2025-05-01,2025,5,62,85,21,85,0,0
C010,P003,2025-06-01,2025,6,130,111,40,111,0,0
C010,P003,2025-07-01,2025,7,68,101,7,101,0,0
C010,P003,2025-08-01,2025,8,138,109,36,109,0,0
C010,P003,2025-09-01,2025,9,114,116,34,116,0,0
C010,P004,2023-01-01,2023,1,113,108,47,108,0,0
C010,P004,2023-02-01,2023,2,58,82,23,82,0,0
C010,P004,2023-03-01,2023,3,152,117,58,117,0,0
C010,P004,2023-04-01,2023,4,80,115,23,115,0,0
C010,P004,2023-05-01,2023,5,162,162,23,162,0,0
C010,P004,2023-06-01,2023,6,175,198,0,230,32,1
C010,P004,2023-07-01,2023,7,235,180,55,180,0,0
C010,P004,2023-08-01,2023,8,218,229,44,229,0,0
C010,P004,2023-09-01,2023,9,111,134,21,134,0,0
C010,P004,2023-10-01,2023,10,90,98,13,98,0,0
C010,P004,2023-11-01,2023,11,94,97,10,97,0,0
C010,P004,2023-12-01,2023,12,87,77,20,77,0,0
C010,P004,2024-01-01,2024,1,151,114,57,114,0,0
C010,P004,2024-02-01,2024,2,96,117,36,117,0,0
C010,P004,2024-03-01,2024,3,60,96,0,108,12,1
C010,P004,2024-04-01,2024,4,132,108,24,108,0,0
C010,P004,2024-05-01,2024,5,207,175,56,175,0,0
C010,P004,2024-06-01,2024,6,225,191,90,191,0,0
C010,P004,2024-07-01,2024,7,184,219,55,219,0,0
C010,P004,2024-08-01,2024,8,196,208,43,208,0,0
C010,P004,2024-09-01,2024,9,79,122,0,152,30,1
C010,P004,2024-10-01,2024,10,95,89,6,89,0,0
C010,P004,2024-11-01,2024,11,84,90,0,110,20,1
C010,P004,2024-12-01,2024,12,99,95,4,95,0,0
C010,P004,2025-01-01,2025,1,133,105,32,105,0,0
C010,P004,2025-02-01,2025,2,70,93,9,93,0,0
C010,P004,2025-03-01,2025,3,94,93,10,93,0,0
C010,P004,2025-04-01,2025,4,143,103,50,103,0,0
C010,P004,2025-05-01,2025,5,135,129,56,129,0,0
C010,P004,2025-06-01,2025,6,158,158,56,158,0,0
C010,P004,2025-07-01,2025,7,132,181,7,181,0,0
C010,P004,2025-08-01,2025,8,276,233,50,233,0,0
C010,P004,2025-09-01,2025,9,126,153,23,153,0,0
C010,P005,2023-01-01,2023,1,5,66,13,66,0,0
C010,P005,2023-02-01,2023,2,101,114,0,115,1,1
C010,P005,2023-03-01,2023,3,69,62,7,62,0,0
C010,P005,2023-04-01,2023,4,100,95,12,95,0,0
C010,P005,2023-05-01,2023,5,114,110,16,110,0,0
C010,P005,2023-06-01,2023,6,115,114,17,114,0,0
C010,P005,2023-07-01,2023,7,132,106,43,106,0,0
C010,P005,2023-08-01,2023,8,59,85,17,85,0,0
C010,P005,2023-09-01,2023,9,101,96,22,96,0,0
C010,P005,2023-10-01,2023,10,103,87,38,87,0,0
C010,P005,2023-11-01,2023,11,62,84,16,84,0,0
C010,P005,2023-12-01,2023,12,118,112,22,112,0,0
C010,P005,2024-01-01,2024,1,86,81,27,81,0,0
C010,P005,2024-02-01,2024,2,133,108,52,108,0,0
C010,P005,2024-03-01,2024,3,44,88,8,88,0,0
C010,P005,2024-04-01,2024,4,127,101,34,101,0,0
C010,P005,2024-05-01,2024,5,90,104,20,104,0,0
C010,P005,2024-06-01,2024,6,98,101,17,101,0,0
C010,P005,2024-07-01,2024,7,110,89,38,89,0,0
C010,P005,2024-08-01,2024,8,97,107,28,107,0,0
C010,P005,2024-09-01,2024,9,55,83,0,85,2,1
C010,P005,2024-10-01,2024,10,92,73,19,73,0,0
C010,P005,2024-11-01,2024,11,71,90,0,92,2,1
C010,P005,2024-12-01,2024,12,137,108,29,108,0,0
C010,P005,2025-01-01,2025,1,81,81,29,81,0,0
C010,P005,2025-02-01,2025,2,108,94,43,94,0,0
C010,P005,2025-03-01,2025,3,84,101,26,101,0,0
C010,P005,2025-04-01,2025,4,63,77,12,77,0,0
C010,P005,2025-05-01,2025,5,117,106,23,106,0,0
C010,P005,2025-06-01,2025,6,56,71,8,71,0,0
C010,P005,2025-07-01,2025,7,105,98,15,98,0,0
C010,P005,2025-08-01,2025,8,79,91,3,91,0,0
C010,P005,2025-09-01,2025,9,102,99,6,99,0,0
C010,P006,2023-01-01,2023,1,50,112,2,112,0,0
C010,P006,2023-02-01,2023,2,171,123,50,123,0,0
C010,P006,2023-03-01,2023,3,99,116,33,116,0,0
C010,P006,2023-04-01,2023,4,99,101,31,101,0,0
C010,P006,2023-05-01,2023,5,159,151,39,151,0,0
C010,P006,2023-06-01,2023,6,267,251,55,251,0,0
C010,P006,2023-07-01,2023,7,125,180,0,183,3,1
C010,P006,2023-08-01,2023,8,283,279,4,279,0,0
C010,P006,2023-09-01,2023,9,236,196,44,196,0,0
C010,P006,2023-10-01,2023,10,70,102,12,102,0,0
C010,P006,2023-11-01,2023,11,218,150,80,150,0,0
C010,P006,2023-12-01,2023,12,52,114,18,114,0,0
C010,P006,2024-01-01,2024,1,60,78,0,90,12,1
C010,P006,2024-02-01,2024,2,113,104,9,104,0,0
C010,P006,2024-03-01,2024,3,151,119,41,119,0,0
C010,P006,2024-04-01,2024,4,122,124,39,124,0,0
C010,P006,2024-05-01,2024,5,151,160,30,160,0,0
C010,P006,2024-06-01,2024,6,168,198,0,213,15,1
C010,P006,2024-07-01,2024,7,164,158,6,158,0,0
C010,P006,2024-08-01,2024,8,126,132,0,141,9,1
C010,P006,2024-09-01,2024,9,236,190,46,190,0,0
C010,P006,2024-10-01,2024,10,121,120,47,120,0,0
C010,P006,2024-11-01,2024,11,92,107,32,107,0,0
C010,P006,2024-12-01,2024,12,99,105,26,105,0,0
C010,P006,2025-01-01,2025,1,125,122,29,122,0,0
C010,P006,2025-02-01,2025,2,113,113,29,113,0,0
C010,P006,2025-03-01,2025,3,88,117,0,127,10,1
C010,P006,2025-04-01,2025,4,122,122,0,135,13,1
C010,P006,2025-05-01,2025,5,192,153,39,153,0,0
C010,P006,2025-06-01,2025,6,266,245,60,245,0,0
C010,P006,2025-07-01,2025,7,172,232,0,236,4,1
C010,P006,2025-08-01,2025,8,146,146,0,207,61,1
C010,P006,2025-09-01,2025,9,133,133,0,152,19,1
C010,P007,2023-01-01,2023,1,0,65,53,65,0,0
C010,P007,2023-02-01,2023,2,18,71,0,72,1,1
C010,P007,2023-03-01,2023,3,36,36,0,40,4,1
C010,P007,2023-04-01,2023,4,32,29,3,29,0,0
C010,P007,2023-05-01,2023,5,33,36,0,40,4,1
C010,P007,2023-06-01,2023,6,47,38,9,38,0,0
C010,P007,2023-07-01,2023,7,43,43,9,43,0,0
C010,P007,2023-08-01,2023,8,40,41,8,41,0,0
C010,P007,2023-09-01,2023,9,26,33,1,33,0,0
C010,P007,2023-10-01,2023,10,64,42,23,42,0,0
C010,P007,2023-11-01,2023,11,44,50,17,50,0,0
C010,P007,2023-12-01,2023,12,51,51,17,51,0,0
C010,P007,2024-01-01,2024,1,87,74,30,74,0,0
C010,P007,2024-02-01,2024,2,37,55,12,55,0,0
C010,P007,2024-03-01,2024,3,36,47,1,47,0,0
C010,P007,2024-04-01,2024,4,52,39,14,39,0,0
C010,P007,2024-05-01,2024,5,30,35,9,35,0,0
C010,P007,2024-06-01,2024,6,25,34,0,34,0,1
C010,P007,2024-07-01,2024,7,42,37,5,37,0,0
C010,P007,2024-08-01,2024,8,34,39,0,43,4,1
C010,P007,2024-09-01,2024,9,39,39,0,51,12,1
C010,P007,2024-10-01,2024,10,60,54,6,54,0,0
C010,P007,2024-11-01,2024,11,61,58,9,58,0,0
C010,P007,2024-12-01,2024,12,89,71,27,71,0,0
C010,P007,2025-01-01,2025,1,51,63,15,63,0,0
C010,P007,2025-02-01,2025,2,45,52,8,52,0,0
C010,P007,2025-03-01,2025,3,32,40,0,55,15,1
C010,P007,2025-04-01,2025,4,44,39,5,39,0,0
C010,P007,2025-05-01,2025,5,52,46,11,46,0,0
C010,P007,2025-06-01,2025,6,37,42,6,42,0,0
C010,P007,2025-07-01,2025,7,50,43,13,43,0,0
C010,P007,2025-08-01,2025,8,25,31,7,31,0,0
C010,P007,2025-09-01,2025,9,57,46,18,46,0,0
C010,P008,2023-01-01,2023,1,90,134,34,134,0,0
C010,P008,2023-02-01,2023,2,153,167,20,167,0,0
C010,P008,2023-03-01,2023,3,150,143,27,143,0,0
C010,P008,2023-04-01,2023,4,232,176,83,176,0,0
C010,P008,2023-05-01,2023,5,73,118,38,118,0,0
C010,P008,2023-06-01,2023,6,117,140,15,140,0,0
C010,P008,2023-07-01,2023,7,101,116,0,127,11,1
C010,P008,2023-08-01,2023,8,209,138,71,138,0,0
C010,P008,2023-09-01,2023,9,110,130,51,130,0,0
C010,P008,2023-10-01,2023,10,134,185,0,224,39,1
C010,P008,2023-11-01,2023,11,203,169,34,169,0,0
C010,P008,2023-12-01,2023,12,203,184,53,184,0,0
C010,P008,2024-01-01,2024,1,77,129,1,129,0,0
C010,P008,2024-02-01,2024,2,197,179,19,179,0,0
C010,P008,2024-03-01,2024,3,161,133,47,133,0,0
C010,P008,2024-04-01,2024,4,191,162,76,162,0,0
C010,P008,2024-05-01,2024,5,81,122,35,122,0,0
C010,P008,2024-06-01,2024,6,138,143,30,143,0,0
C010,P008,2024-07-01,2024,7,104,110,24,110,0,0
C010,P008,2024-08-01,2024,8,243,192,75,192,0,0
C010,P008,2024-09-01,2024,9,168,190,53,190,0,0
C010,P008,2024-10-01,2024,10,186,176,63,176,0,0
C010,P008,2024-11-01,2024,11,59,122,0,129,7,1
C010,P008,2024-12-01,2024,12,232,172,60,172,0,0
C010,P008,2025-01-01,2025,1,66,126,0,139,13,1
C010,P008,2025-02-01,2025,2,241,188,53,188,0,0
C010,P008,2025-03-01,2025,3,103,155,1,155,0,0
C010,P008,2025-04-01,2025,4,183,149,35,149,0,0
C010,P008,2025-05-01,2025,5,139,167,7,167,0,0
C010,P008,2025-06-01,2025,6,160,146,21,146,0,0
C010,P008,2025-07-01,2025,7,210,183,48,183,0,0
C010,P008,2025-08-01,2025,8,158,160,46,160,0,0
C010,P008,2025-09-01,2025,9,251,207,90,207,0,0
C010,P009,2023-01-01,2023,1,8,93,17,93,0,0
C010,P009,2023-02-01,2023,2,81,98,0,101,3,1
C010,P009,2023-03-01,2023,3,157,101,56,101,0,0
C010,P009,2023-04-01,2023,4,87,105,38,105,0,0
C010,P009,2023-05-01,2023,5,129,130,37,130,0,0
C010,P009,2023-06-01,2023,6,183,194,26,194,0,0
C010,P009,2023-07-01,2023,7,225,194,57,194,0,0
C010,P009,2023-08-01,2023,8,139,194,2,194,0,0
C010,P009,2023-09-01,2023,9,211,164,49,164,0,0
C010,P009,2023-10-01,2023,10,60,92,17,92,0,0
C010,P009,2023-11-01,2023,11,78,93,2,93,0,0
C010,P009,2023-12-01,2023,12,155,110,47,110,0,0
C010,P009,2024-01-01,2024,1,107,108,46,108,0,0
